INFO 2025-04-12 16:10:31,695 autoreload 10668 8128 Watching for file changes with StatReloader
INFO 2025-04-12 16:15:24,170 basehttp 10668 10944 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-04-12 16:15:24,170 basehttp 10668 9780 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-04-12 16:15:24,170 basehttp 10668 2136 "GET /static/admin/css/base.css HTTP/1.1" 200 22154
INFO 2025-04-12 16:15:24,173 basehttp 10668 10944 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16632
INFO 2025-04-12 16:15:24,181 basehttp 10668 8180 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2025-04-12 16:15:24,190 basehttp 10668 8572 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-04-12 16:15:31,790 basehttp 10668 2136 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4357
INFO 2025-04-12 16:16:40,759 basehttp 10668 2136 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-04-12 16:16:40,843 basehttp 10668 2136 "GET /admin/ HTTP/1.1" 200 6654
INFO 2025-04-12 16:16:40,935 basehttp 10668 2136 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-04-12 16:16:40,954 basehttp 10668 2136 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-04-12 16:16:40,954 basehttp 10668 10944 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-04-12 16:17:01,019 basehttp 10668 2136 "GET /api/v1/users/ HTTP/1.1" 200 5490
INFO 2025-04-12 16:27:11,467 autoreload 10668 8128 D:\diploma\backend\my_cloud\my_cloud\settings.py changed, reloading.
INFO 2025-04-12 16:27:12,046 autoreload 1596 7704 Watching for file changes with StatReloader
INFO 2025-04-12 16:27:13,646 autoreload 1596 7704 D:\diploma\backend\my_cloud\my_cloud\settings.py changed, reloading.
INFO 2025-04-12 16:27:31,500 autoreload 1592 10908 Watching for file changes with StatReloader
INFO 2025-04-12 16:29:09,218 autoreload 1592 10908 D:\diploma\backend\my_cloud\my_cloud\settings.py changed, reloading.
INFO 2025-04-12 16:29:09,774 autoreload 10412 7952 Watching for file changes with StatReloader
INFO 2025-04-12 16:29:13,488 autoreload 10412 7952 D:\diploma\backend\my_cloud\my_cloud\settings.py changed, reloading.
INFO 2025-04-12 16:29:14,013 autoreload 9836 7940 Watching for file changes with StatReloader
WARNING 2025-04-12 16:30:40,747 log 9836 8080 Method Not Allowed: /api/v1/users/register/
WARNING 2025-04-12 16:30:40,748 basehttp 9836 8080 "GET /api/v1/users/register/ HTTP/1.1" 405 8353
WARNING 2025-04-12 16:30:40,860 log 9836 8080 Not Found: /favicon.ico
INFO 2025-04-12 16:30:40,861 basehttp 9836 8080 - Broken pipe from ('127.0.0.1', 52350)
WARNING 2025-04-12 16:31:35,611 log 9836 5716 Bad Request: /api/v1/users/register/
WARNING 2025-04-12 16:31:35,612 basehttp 9836 5716 "POST /api/v1/users/register/ HTTP/1.1" 400 8558
WARNING 2025-04-12 16:32:34,676 log 9836 5716 Bad Request: /api/v1/users/register/
WARNING 2025-04-12 16:32:34,677 basehttp 9836 5716 "POST /api/v1/users/register/ HTTP/1.1" 400 8388
WARNING 2025-04-12 16:34:01,101 log 9836 5716 Bad Request: /api/v1/users/register/
WARNING 2025-04-12 16:34:01,102 basehttp 9836 5716 "POST /api/v1/users/register/ HTTP/1.1" 400 8407
WARNING 2025-04-12 16:34:36,878 log 9836 5716 Bad Request: /api/v1/users/register/
WARNING 2025-04-12 16:34:36,879 basehttp 9836 5716 "POST /api/v1/users/register/ HTTP/1.1" 400 8413
INFO 2025-04-12 16:35:20,078 basehttp 9836 5716 "POST /api/v1/users/register/ HTTP/1.1" 201 8458
WARNING 2025-04-12 16:35:45,547 log 9836 5716 Method Not Allowed: /api/v1/users/login/
WARNING 2025-04-12 16:35:45,547 basehttp 9836 5716 "GET /api/v1/users/login/ HTTP/1.1" 405 5717
INFO 2025-04-17 19:55:45,842 autoreload 8524 8672 Watching for file changes with StatReloader
INFO 2025-04-17 19:58:02,566 autoreload 8800 3968 Watching for file changes with StatReloader
WARNING 2025-04-17 19:58:10,646 log 8800 9168 Not Found: /
WARNING 2025-04-17 19:58:10,656 basehttp 8800 9168 "GET / HTTP/1.1" 404 2471
WARNING 2025-04-17 19:58:10,760 log 8800 9168 Not Found: /favicon.ico
INFO 2025-04-17 19:58:10,761 basehttp 8800 9168 - Broken pipe from ('127.0.0.1', 50002)
INFO 2025-04-17 19:58:27,647 basehttp 8800 9540 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-04-17 19:58:27,783 basehttp 8800 9540 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4184
INFO 2025-04-17 19:58:27,847 basehttp 8800 4588 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-04-17 19:58:27,850 basehttp 8800 4588 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-04-17 19:58:27,971 basehttp 8800 9540 "GET /static/admin/css/base.css HTTP/1.1" 200 22154
INFO 2025-04-17 19:58:27,980 basehttp 8800 7468 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-04-17 19:58:27,990 basehttp 8800 400 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2025-04-17 19:58:27,996 basehttp 8800 9572 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16632
INFO 2025-04-17 19:58:27,997 basehttp 8800 8908 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-04-17 19:58:34,984 basehttp 8800 9540 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 4351
INFO 2025-04-17 19:59:11,880 basehttp 8800 9540 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-04-17 19:59:11,966 basehttp 8800 9540 "GET /admin/ HTTP/1.1" 200 6654
INFO 2025-04-17 19:59:12,002 basehttp 8800 9540 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2025-04-17 19:59:12,024 basehttp 8800 9540 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-04-17 19:59:12,024 basehttp 8800 9572 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-04-17 19:59:14,633 basehttp 8800 9540 "GET /admin/authtoken/tokenproxy/ HTTP/1.1" 200 8289
INFO 2025-04-17 19:59:14,680 basehttp 8800 9540 "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-04-17 19:59:14,685 basehttp 8800 9572 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-04-17 19:59:14,709 basehttp 8800 8908 "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-04-17 19:59:14,710 basehttp 8800 7468 "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9777
INFO 2025-04-17 19:59:14,711 basehttp 8800 400 "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-04-17 19:59:14,712 basehttp 8800 7468 "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-04-17 19:59:14,717 basehttp 8800 9572 "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-04-17 19:59:14,717 basehttp 8800 4588 "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-04-17 19:59:14,729 basehttp 8800 9540 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-04-17 19:59:14,741 basehttp 8800 8908 "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-04-17 19:59:14,743 basehttp 8800 9540 "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-04-17 19:59:14,766 basehttp 8800 8908 "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
WARNING 2025-04-17 19:59:38,513 log 8800 8908 Not Found: /
WARNING 2025-04-17 19:59:38,513 basehttp 8800 8908 "GET / HTTP/1.1" 404 2471
INFO 2025-04-17 19:59:49,178 basehttp 8800 8908 "GET /api/v1/users/ HTTP/1.1" 200 5497
INFO 2025-04-17 19:59:49,221 basehttp 8800 9540 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
INFO 2025-04-17 19:59:49,222 basehttp 8800 9572 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 200 817
INFO 2025-04-17 19:59:49,223 basehttp 8800 7468 "GET /static/rest_framework/css/default.css HTTP/1.1" 200 1152
INFO 2025-04-17 19:59:49,224 basehttp 8800 8908 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 200 121457
INFO 2025-04-17 19:59:49,247 basehttp 8800 8908 "GET /static/rest_framework/js/jquery-3.7.1.min.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,249 basehttp 8800 8908 "GET /static/rest_framework/js/load-ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,255 basehttp 8800 9572 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,255 basehttp 8800 400 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,256 basehttp 8800 7468 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,257 basehttp 8800 9540 "GET /static/rest_framework/js/ajax-form.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,257 basehttp 8800 4588 "GET /static/rest_framework/js/default.js HTTP/1.1" 304 0
INFO 2025-04-17 19:59:49,271 basehttp 8800 8908 "GET /static/rest_framework/img/grid.png HTTP/1.1" 200 1458
INFO 2025-04-17 19:59:56,663 basehttp 8800 8908 "OPTIONS /api/v1/users/ HTTP/1.1" 200 5549
INFO 2025-04-17 20:00:06,258 basehttp 8800 8908 "GET /api/v1/users/ HTTP/1.1" 200 5497
INFO 2025-04-17 20:00:10,134 basehttp 8800 8908 "GET /api/v1/users/ HTTP/1.1" 200 5497
WARNING 2025-04-17 20:00:29,789 log 8800 8908 Method Not Allowed: /api/v1/users/register/
WARNING 2025-04-17 20:00:29,790 basehttp 8800 8908 "GET /api/v1/users/register/ HTTP/1.1" 405 8368
INFO 2025-04-17 20:01:52,567 basehttp 8800 8908 "POST /api/v1/users/register/ HTTP/1.1" 201 8348
INFO 2025-04-17 20:04:23,444 basehttp 8800 8692 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:04:33,884 basehttp 8800 8692 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:04:38,829 basehttp 8800 8692 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
WARNING 2025-04-17 20:04:59,798 log 8800 8692 Method Not Allowed: /api/v1/users/login/
WARNING 2025-04-17 20:04:59,799 basehttp 8800 8692 "GET /api/v1/users/login/ HTTP/1.1" 405 5730
INFO 2025-04-17 20:06:09,462 basehttp 8800 8692 "GET /api/v1/users/ HTTP/1.1" 200 5854
WARNING 2025-04-17 20:06:33,218 log 8800 8692 Method Not Allowed: /api/v1/users/logout/
WARNING 2025-04-17 20:06:33,219 basehttp 8800 8692 "GET /api/v1/users/logout/ HTTP/1.1" 405 5739
INFO 2025-04-17 20:07:50,662 basehttp 8800 8692 "OPTIONS /api/v1/users/logout/ HTTP/1.1" 200 6004
INFO 2025-04-17 20:10:55,094 basehttp 8800 8616 "POST /api/v1/users/logout/ HTTP/1.1" 200 3758
WARNING 2025-04-17 20:11:29,950 log 8800 8616 Method Not Allowed: /api/v1/users/login/
WARNING 2025-04-17 20:11:29,951 basehttp 8800 8616 "GET /api/v1/users/login/ HTTP/1.1" 405 5684
WARNING 2025-04-17 20:13:55,174 log 8800 3456 Bad Request: /api/v1/users/login/
WARNING 2025-04-17 20:13:55,175 basehttp 8800 3456 "POST /api/v1/users/login/ HTTP/1.1" 400 5833
WARNING 2025-04-17 20:18:53,326 log 8800 8440 Bad Request: /api/v1/users/login/
WARNING 2025-04-17 20:18:53,327 basehttp 8800 8440 "POST /api/v1/users/login/ HTTP/1.1" 400 5833
INFO 2025-04-17 20:19:26,783 basehttp 8800 8440 "POST /api/v1/users/login/ HTTP/1.1" 200 6092
WARNING 2025-04-17 20:20:16,458 log 8800 8440 Bad Request: /api/v1/users/login/
WARNING 2025-04-17 20:20:16,459 basehttp 8800 8440 "POST /api/v1/users/login/ HTTP/1.1" 400 5917
WARNING 2025-04-17 20:20:26,689 log 8800 8440 Not Found: /api/v1/users/login/2/delete/
WARNING 2025-04-17 20:20:26,689 basehttp 8800 8440 "GET /api/v1/users/login/2/delete/ HTTP/1.1" 404 4050
WARNING 2025-04-17 20:21:05,501 log 8800 8440 Method Not Allowed: /api/v1/users/2/delete/
WARNING 2025-04-17 20:21:05,502 basehttp 8800 8440 "GET /api/v1/users/2/delete/ HTTP/1.1" 405 5171
INFO 2025-04-17 20:21:14,891 basehttp 8800 8440 "DELETE /api/v1/users/2/delete/ HTTP/1.1" 200 5145
WARNING 2025-04-17 20:21:20,232 log 8800 8440 Method Not Allowed: /api/v1/users/2/delete/
WARNING 2025-04-17 20:21:20,233 basehttp 8800 8440 "GET /api/v1/users/2/delete/ HTTP/1.1" 405 5171
INFO 2025-04-17 20:29:39,008 basehttp 8800 10476 "GET /api/v1/users/ HTTP/1.1" 200 5497
WARNING 2025-04-17 20:30:07,576 log 8800 10476 Not Found: /api/v1/cloud_app/
WARNING 2025-04-17 20:30:07,577 basehttp 8800 10476 "GET /api/v1/cloud_app/ HTTP/1.1" 404 2540
INFO 2025-04-17 20:30:14,607 basehttp 8800 10476 "GET /api/v1/cloud/ HTTP/1.1" 200 5376
INFO 2025-04-17 20:31:20,140 basehttp 8800 10476 "GET /api/v1/users/ HTTP/1.1" 200 5497
INFO 2025-04-17 20:32:11,161 basehttp 8800 10476 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:32:18,639 basehttp 8800 10476 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:32:22,504 basehttp 8800 10476 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:33:13,965 basehttp 8800 10476 "GET /api/v1/users/session-check/ HTTP/1.1" 200 0
INFO 2025-04-17 20:34:03,403 autoreload 8800 3968 D:\diploma\backend\my_cloud\cloud_app\urls.py changed, reloading.
INFO 2025-04-17 20:34:03,988 autoreload 7964 7996 Watching for file changes with StatReloader
INFO 2025-04-17 20:34:09,689 basehttp 7964 11000 "GET /api/v1/cloud/ HTTP/1.1" 200 8648
ERROR 2025-04-17 20:34:36,393 log 7964 11000 Internal Server Error: /api/v1/cloud/
Traceback (most recent call last):
  File "D:\diploma\backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\django\core\handlers\base.py", line 220, in _get_response
    response = response.render()
               ^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\django\template\response.py", line 114, in render
    self.content = self.rendered_content
                   ^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\response.py", line 74, in rendered_content
    ret = renderer.render(self.data, accepted_media_type, context)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 731, in render
    context = self.get_context(data, accepted_media_type, renderer_context)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 662, in get_context
    raw_data_post_form = self.get_raw_data_form(data, view, 'POST', request)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 545, in get_raw_data_form
    if not self.show_form_for_method(view, method, request, instance):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 437, in show_form_for_method
    view.check_object_permissions(request, obj)
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\views.py", line 351, in check_object_permissions
    if not permission.has_object_permission(request, self, obj):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: IsAdminOrOwner.has_object_permission() takes 3 positional arguments but 4 were given
ERROR 2025-04-17 20:34:36,397 basehttp 7964 11000 "POST /api/v1/cloud/ HTTP/1.1" 500 105146
INFO 2025-04-17 20:35:09,508 basehttp 7964 11000 "GET /api/v1/cloud/ HTTP/1.1" 200 9593
INFO 2025-04-17 20:37:24,822 autoreload 7964 7996 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:37:25,407 autoreload 11112 10400 Watching for file changes with StatReloader
INFO 2025-04-17 20:37:33,285 autoreload 11112 10400 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:37:33,834 autoreload 9796 7552 Watching for file changes with StatReloader
INFO 2025-04-17 20:37:37,502 autoreload 9796 7552 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:37:38,021 autoreload 4372 11252 Watching for file changes with StatReloader
INFO 2025-04-17 20:38:06,916 autoreload 4372 11252 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:38:07,463 autoreload 8112 10280 Watching for file changes with StatReloader
INFO 2025-04-17 20:38:47,662 autoreload 8112 10280 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:38:48,165 autoreload 452 10004 Watching for file changes with StatReloader
INFO 2025-04-17 20:38:51,511 autoreload 452 10004 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:38:52,013 autoreload 9592 10000 Watching for file changes with StatReloader
INFO 2025-04-17 20:39:42,180 autoreload 9428 10232 Watching for file changes with StatReloader
INFO 2025-04-17 20:40:01,296 basehttp 9428 10512 "GET /api/v1/users/ HTTP/1.1" 200 5497
WARNING 2025-04-17 20:40:30,494 log 9428 10512 Method Not Allowed: /api/v1/users/register/
WARNING 2025-04-17 20:40:30,494 basehttp 9428 10512 "GET /api/v1/users/register/ HTTP/1.1" 405 8368
WARNING 2025-04-17 20:41:16,439 log 9428 10512 Bad Request: /api/v1/users/register/
WARNING 2025-04-17 20:41:16,440 basehttp 9428 10512 "POST /api/v1/users/register/ HTTP/1.1" 400 8775
INFO 2025-04-17 20:42:00,940 basehttp 9428 10512 "POST /api/v1/users/register/ HTTP/1.1" 201 8348
INFO 2025-04-17 20:43:34,471 basehttp 9428 10512 "POST /api/v1/users/register/ HTTP/1.1" 201 8348
WARNING 2025-04-17 20:43:51,822 log 9428 10512 Method Not Allowed: /api/v1/users/logout/
WARNING 2025-04-17 20:43:51,822 basehttp 9428 10512 "GET /api/v1/users/logout/ HTTP/1.1" 405 5739
INFO 2025-04-17 20:43:56,113 basehttp 9428 10512 "POST /api/v1/users/logout/ HTTP/1.1" 200 3758
WARNING 2025-04-17 20:44:03,163 log 9428 10512 Method Not Allowed: /api/v1/users/login/
WARNING 2025-04-17 20:44:03,164 basehttp 9428 10512 "GET /api/v1/users/login/ HTTP/1.1" 405 5684
INFO 2025-04-17 20:44:53,602 basehttp 9428 10512 "POST /api/v1/users/login/ HTTP/1.1" 200 6096
INFO 2025-04-17 20:45:17,180 basehttp 9428 10512 "GET /api/v1/cloud/ HTTP/1.1" 200 8647
ERROR 2025-04-17 20:46:34,822 log 9428 10512 Internal Server Error: /api/v1/cloud/
ERROR 2025-04-17 20:46:34,823 basehttp 9428 10512 "POST /api/v1/cloud/ HTTP/1.1" 500 8752
INFO 2025-04-17 20:57:45,945 autoreload 9428 10232 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:57:46,529 autoreload 10176 10744 Watching for file changes with StatReloader
INFO 2025-04-17 20:57:47,833 autoreload 10176 10744 D:\diploma\backend\my_cloud\cloud_app\models.py changed, reloading.
INFO 2025-04-17 20:57:48,335 autoreload 3048 11120 Watching for file changes with StatReloader
ERROR 2025-04-17 20:59:29,714 log 3048 10992 Internal Server Error: /api/v1/cloud/
Traceback (most recent call last):
  File "D:\diploma\backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\django\core\handlers\base.py", line 220, in _get_response
    response = response.render()
               ^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\django\template\response.py", line 114, in render
    self.content = self.rendered_content
                   ^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\response.py", line 74, in rendered_content
    ret = renderer.render(self.data, accepted_media_type, context)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 731, in render
    context = self.get_context(data, accepted_media_type, renderer_context)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 662, in get_context
    raw_data_post_form = self.get_raw_data_form(data, view, 'POST', request)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 545, in get_raw_data_form
    if not self.show_form_for_method(view, method, request, instance):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\renderers.py", line 437, in show_form_for_method
    view.check_object_permissions(request, obj)
  File "D:\diploma\backend\venv\Lib\site-packages\rest_framework\views.py", line 351, in check_object_permissions
    if not permission.has_object_permission(request, self, obj):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: IsAdminOrOwner.has_object_permission() takes 3 positional arguments but 4 were given
ERROR 2025-04-17 20:59:29,720 basehttp 3048 10992 "POST /api/v1/cloud/ HTTP/1.1" 500 105192
INFO 2025-04-17 21:01:24,368 basehttp 3048 10992 "GET /api/v1/cloud/ HTTP/1.1" 200 9596
WARNING 2025-04-17 21:01:40,200 log 3048 10992 Not Found: /api/files/2/download/
WARNING 2025-04-17 21:01:40,201 basehttp 3048 10992 "GET /api/files/2/download/ HTTP/1.1" 404 2552
INFO 2025-04-17 21:04:35,342 autoreload 3048 11120 D:\diploma\backend\my_cloud\cloud_app\serializers.py changed, reloading.
INFO 2025-04-17 21:04:35,928 autoreload 9992 10764 Watching for file changes with StatReloader
INFO 2025-04-17 21:04:37,510 autoreload 9992 10764 D:\diploma\backend\my_cloud\cloud_app\serializers.py changed, reloading.
INFO 2025-04-17 21:04:38,039 autoreload 10688 8616 Watching for file changes with StatReloader
INFO 2025-04-17 21:04:59,593 autoreload 10688 8616 D:\diploma\backend\my_cloud\cloud_app\serializers.py changed, reloading.
INFO 2025-04-17 21:05:00,152 autoreload 7552 10184 Watching for file changes with StatReloader
INFO 2025-04-17 21:05:14,186 basehttp 7552 3008 "GET /api/v1/cloud/ HTTP/1.1" 200 9602
ERROR 2025-04-17 21:05:16,580 log 7552 3008 Internal Server Error: /api/v1/cloud/2/download/
ERROR 2025-04-17 21:05:16,581 basehttp 7552 3008 "GET /api/v1/cloud/2/download/ HTTP/1.1" 500 6339
ERROR 2025-04-17 21:06:05,379 log 7552 3008 Internal Server Error: /api/v1/cloud/2/
ERROR 2025-04-17 21:06:05,380 basehttp 7552 3008 "GET /api/v1/cloud/2/ HTTP/1.1" 500 10778
INFO 2025-04-17 21:06:07,959 basehttp 7552 3008 "GET /api/v1/cloud/ HTTP/1.1" 200 9602
ERROR 2025-04-17 21:06:13,452 log 7552 3008 Internal Server Error: /api/v1/cloud/2/
ERROR 2025-04-17 21:06:13,453 basehttp 7552 3008 "GET /api/v1/cloud/2/ HTTP/1.1" 500 10778
